StudentSK,id_student,gender,age_band,highest_education,region,imd_band,num_of_prev_attempts,disability
24346,71159,M,35-55,Lower Than A Level,North Region,Unknown,0,N
24347,74165,M,0-35,A Level or Equivalent,West Midlands Region,30-40%,0,N
24348,75107,M,35-55,Lower Than A Level,North Region,Unknown,0,N
24349,77692,M,35-55,HE Qualification,Wales,50-60%,0,N
24350,77995,M,0-35,A Level or Equivalent,East Midlands Region,10-20,0,N
24351,79610,M,0-35,A Level or Equivalent,West Midlands Region,60-70%,0,N
24352,80438,M,0-35,A Level or Equivalent,East Midlands Region,90-100%,0,N
24353,84604,F,35-55,A Level or Equivalent,North Region,60-70%,0,N
24354,85241,M,0-35,Lower Than A Level,South West Region,50-60%,0,Y
24355,87264,M,0-35,Lower Than A Level,South East Region,30-40%,0,N
24356,87322,M,0-35,Lower Than A Level,Wales,50-60%,0,Y
24357,90651,M,35-55,A Level or Equivalent,South Region,90-100%,0,N
24358,91801,M,35-55,Lower Than A Level,Yorkshire Region,50-60%,1,N
24359,94749,M,0-35,Lower Than A Level,Wales,90-100%,0,N
24360,98256,M,0-35,Lower Than A Level,West Midlands Region,40-50%,0,N
24361,102854,M,0-35,Lower Than A Level,South East Region,40-50%,0,N
24362,103594,M,0-35,Lower Than A Level,Wales,50-60%,0,N
24363,105125,M,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,N
24364,105939,M,0-35,A Level or Equivalent,North Region,70-80%,0,N
24365,107455,M,0-35,HE Qualification,Ireland,50-60%,0,N
24366,109907,F,35-55,Lower Than A Level,London Region,50-60%,0,N
24367,110820,M,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,Y
24368,113702,M,0-35,A Level or Equivalent,Ireland,60-70%,0,N
24369,119865,M,0-35,A Level or Equivalent,South West Region,30-40%,0,N
24370,125063,M,35-55,Lower Than A Level,London Region,60-70%,0,N
24371,127179,M,0-35,A Level or Equivalent,South West Region,0-10%,0,N
24372,129907,M,35-55,HE Qualification,East Anglian Region,90-100%,0,N
24373,130409,M,0-35,Lower Than A Level,South East Region,20-30%,0,Y
24374,131597,M,0-35,A Level or Equivalent,Scotland,40-50%,0,N
24375,132475,F,0-35,HE Qualification,Scotland,20-30%,0,N
24376,135280,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24377,139206,M,0-35,Lower Than A Level,Wales,30-40%,0,N
24378,142310,M,0-35,A Level or Equivalent,Scotland,40-50%,0,N
24379,143755,F,35-55,Lower Than A Level,East Midlands Region,50-60%,0,N
24380,149178,M,0-35,A Level or Equivalent,London Region,0-10%,0,N
24381,149964,M,0-35,Lower Than A Level,East Anglian Region,70-80%,0,N
24382,150282,M,0-35,A Level or Equivalent,Ireland,80-90%,0,N
24383,152524,M,35-55,A Level or Equivalent,West Midlands Region,70-80%,0,N
24384,152917,M,35-55,A Level or Equivalent,North Western Region,20-30%,0,Y
24385,155938,M,0-35,A Level or Equivalent,South Region,Unknown,0,N
24386,157225,M,35-55,A Level or Equivalent,South East Region,60-70%,0,N
24387,159906,M,35-55,Lower Than A Level,East Midlands Region,70-80%,0,N
24388,159947,M,35-55,HE Qualification,Wales,10-20,0,N
24389,161837,M,0-35,A Level or Equivalent,South Region,80-90%,0,Y
24390,164148,F,0-35,A Level or Equivalent,North Region,10-20,0,N
24391,166123,M,0-35,Lower Than A Level,East Anglian Region,90-100%,0,N
24392,166607,M,0-35,A Level or Equivalent,Scotland,10-20,0,N
24393,169596,M,35-55,Lower Than A Level,West Midlands Region,80-90%,2,N
24394,170874,M,0-35,A Level or Equivalent,North Region,20-30%,0,N
24395,172493,M,0-35,A Level or Equivalent,North Region,30-40%,0,N
24396,177492,M,0-35,HE Qualification,West Midlands Region,10-20,0,N
24397,185994,M,0-35,A Level or Equivalent,East Anglian Region,20-30%,0,N
24398,191504,M,0-35,Lower Than A Level,Ireland,10-20,0,N
24399,194163,M,0-35,Lower Than A Level,Yorkshire Region,10-20,0,N
24400,195246,M,0-35,Lower Than A Level,West Midlands Region,10-20,0,N
24401,197188,M,0-35,Lower Than A Level,North Western Region,0-10%,0,Y
24402,197536,F,0-35,A Level or Equivalent,Yorkshire Region,80-90%,0,N
24403,199009,M,0-35,Lower Than A Level,Scotland,70-80%,0,N
24404,204117,M,0-35,Lower Than A Level,London Region,70-80%,0,Y
24405,226955,M,0-35,A Level or Equivalent,East Midlands Region,40-50%,0,N
24406,228633,M,0-35,Lower Than A Level,West Midlands Region,50-60%,0,N
24407,229498,M,0-35,A Level or Equivalent,Scotland,0-10%,4,N
24408,230656,M,0-35,Lower Than A Level,North Region,0-10%,0,N
24409,230947,M,0-35,Lower Than A Level,North Western Region,40-50%,0,N
24410,231980,M,0-35,A Level or Equivalent,South East Region,40-50%,0,N
24411,232173,M,0-35,Lower Than A Level,North Western Region,30-40%,0,N
24412,234031,M,0-35,Lower Than A Level,Wales,70-80%,0,N
24413,235747,M,0-35,A Level or Equivalent,South West Region,50-60%,0,N
24414,235768,M,35-55,A Level or Equivalent,South West Region,60-70%,0,N
24415,235971,M,0-35,A Level or Equivalent,West Midlands Region,10-20,0,N
24416,236090,F,0-35,Lower Than A Level,East Anglian Region,50-60%,0,N
24417,237891,M,0-35,A Level or Equivalent,Scotland,50-60%,1,N
24418,238301,M,0-35,Lower Than A Level,North Western Region,10-20,0,N
24419,249357,M,35-55,Post Graduate Qualification,North Region,Unknown,0,N
24420,251166,M,0-35,A Level or Equivalent,South West Region,50-60%,0,N
24421,251397,M,35-55,HE Qualification,London Region,20-30%,0,N
24422,251916,M,0-35,Lower Than A Level,South Region,30-40%,0,N
24423,253633,M,0-35,Lower Than A Level,South West Region,30-40%,0,N
24424,253763,M,35-55,A Level or Equivalent,Wales,20-30%,0,N
24425,258245,F,0-35,Lower Than A Level,North Western Region,0-10%,0,Y
24426,258509,M,0-35,HE Qualification,Scotland,90-100%,0,N
24427,258978,F,0-35,A Level or Equivalent,South Region,20-30%,1,N
24428,260275,M,0-35,HE Qualification,West Midlands Region,30-40%,0,N
24429,261863,M,0-35,Lower Than A Level,Scotland,20-30%,0,N
24430,262025,F,35-55,A Level or Equivalent,Scotland,60-70%,0,N
24431,262332,M,0-35,Lower Than A Level,East Midlands Region,40-50%,0,N
24432,262394,M,0-35,A Level or Equivalent,South Region,40-50%,0,N
24433,263143,F,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
24434,263862,M,35-55,A Level or Equivalent,West Midlands Region,90-100%,0,N
24435,264589,M,0-35,A Level or Equivalent,Scotland,50-60%,4,N
24436,265497,M,0-35,HE Qualification,North Western Region,0-10%,0,N
24437,268727,F,0-35,A Level or Equivalent,West Midlands Region,0-10%,0,N
24438,268823,M,0-35,No Formal quals,Wales,10-20,0,N
24439,269584,M,35-55,A Level or Equivalent,Scotland,40-50%,0,N
24440,270421,F,0-35,A Level or Equivalent,West Midlands Region,40-50%,2,N
24441,272704,M,0-35,Lower Than A Level,East Midlands Region,70-80%,0,N
24442,275127,M,0-35,A Level or Equivalent,Wales,80-90%,0,N
24443,276337,M,0-35,Lower Than A Level,South Region,90-100%,1,Y
24444,277384,M,0-35,Lower Than A Level,London Region,30-40%,0,N
24445,278380,M,0-35,Lower Than A Level,North Region,60-70%,0,N
24446,279440,F,0-35,HE Qualification,Scotland,0-10%,0,N
24447,279653,F,35-55,HE Qualification,South Region,90-100%,0,N
24448,281134,F,0-35,A Level or Equivalent,Scotland,20-30%,0,N
24449,281970,F,0-35,Lower Than A Level,South East Region,10-20,0,N
24450,282849,M,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
24451,283402,M,0-35,HE Qualification,London Region,30-40%,0,N
24452,286778,F,0-35,A Level or Equivalent,Wales,40-50%,0,N
24453,287258,M,35-55,A Level or Equivalent,Scotland,60-70%,0,N
24454,287715,M,0-35,Lower Than A Level,East Midlands Region,40-50%,0,N
24455,289179,M,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
24456,289247,M,0-35,HE Qualification,South Region,80-90%,0,N
24457,289676,M,35-55,A Level or Equivalent,Yorkshire Region,70-80%,1,N
24458,294219,F,35-55,A Level or Equivalent,North Western Region,30-40%,0,N
24459,294920,M,35-55,Post Graduate Qualification,Scotland,20-30%,0,N
24460,294929,M,35-55,A Level or Equivalent,North Western Region,50-60%,0,N
24461,297218,M,0-35,A Level or Equivalent,Yorkshire Region,60-70%,0,N
24462,297341,F,0-35,A Level or Equivalent,East Midlands Region,10-20,0,Y
24463,300848,M,0-35,Lower Than A Level,East Midlands Region,10-20,0,N
24464,301074,M,0-35,Lower Than A Level,South Region,20-30%,1,N
24465,301561,M,0-35,Lower Than A Level,South West Region,30-40%,1,N
24466,305064,M,0-35,Lower Than A Level,South Region,20-30%,0,N
24467,305659,M,0-35,A Level or Equivalent,South East Region,80-90%,0,N
24468,310205,M,0-35,Lower Than A Level,South West Region,40-50%,1,N
24469,312126,M,0-35,Lower Than A Level,East Anglian Region,60-70%,0,N
24470,312231,M,0-35,HE Qualification,East Midlands Region,30-40%,0,N
24471,312960,M,0-35,HE Qualification,East Anglian Region,80-90%,0,N
24472,315795,M,0-35,Lower Than A Level,South Region,70-80%,0,N
24473,316082,M,0-35,A Level or Equivalent,East Anglian Region,20-30%,0,N
24474,318139,M,0-35,A Level or Equivalent,Yorkshire Region,50-60%,0,N
24475,318147,M,0-35,Lower Than A Level,East Anglian Region,50-60%,0,N
24476,318289,M,0-35,A Level or Equivalent,Scotland,20-30%,2,Y
24477,319073,F,0-35,A Level or Equivalent,Ireland,50-60%,0,N
24478,319461,M,35-55,Lower Than A Level,West Midlands Region,10-20,0,N
24479,320133,F,0-35,A Level or Equivalent,South Region,10-20,0,N
24480,320612,M,35-55,HE Qualification,East Midlands Region,80-90%,0,N
24481,327664,F,0-35,Lower Than A Level,South East Region,60-70%,1,N
24482,328377,M,35-55,A Level or Equivalent,West Midlands Region,60-70%,1,N
24483,329095,M,0-35,Lower Than A Level,Ireland,30-40%,0,N
24484,331789,M,0-35,Lower Than A Level,South East Region,60-70%,0,N
24485,332676,M,0-35,Lower Than A Level,East Anglian Region,50-60%,1,Y
24486,333993,M,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
24487,335095,M,0-35,A Level or Equivalent,South West Region,80-90%,1,N
24488,337000,M,35-55,Lower Than A Level,South West Region,10-20,0,N
24489,338689,M,0-35,HE Qualification,West Midlands Region,0-10%,0,N
24490,339519,M,0-35,Lower Than A Level,South East Region,40-50%,0,N
24491,341093,M,0-35,A Level or Equivalent,South West Region,10-20,2,N
24492,341457,F,0-35,HE Qualification,Scotland,0-10%,0,N
24493,341629,M,0-35,HE Qualification,Wales,10-20,0,N
24494,343709,M,0-35,Lower Than A Level,North Western Region,10-20,0,N
24495,345271,M,35-55,A Level or Equivalent,North Region,30-40%,1,N
24496,347197,M,35-55,Lower Than A Level,North Western Region,80-90%,0,N
24497,348108,M,0-35,A Level or Equivalent,Scotland,50-60%,1,N
24498,348324,M,35-55,Lower Than A Level,South West Region,30-40%,0,N
24499,348906,M,0-35,Lower Than A Level,Scotland,0-10%,0,N
24500,349515,M,0-35,Lower Than A Level,South Region,30-40%,0,N
24501,349777,M,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,N
24502,351147,M,0-35,HE Qualification,Scotland,40-50%,0,N
24503,351293,M,0-35,A Level or Equivalent,Wales,10-20,2,N
24504,354698,M,35-55,Lower Than A Level,North Region,Unknown,2,N
24505,354713,M,0-35,A Level or Equivalent,North Region,30-40%,0,N
24506,360278,M,35-55,Lower Than A Level,East Midlands Region,30-40%,0,N
24507,360752,M,0-35,Lower Than A Level,South East Region,80-90%,0,N
24508,366140,M,0-35,Lower Than A Level,Yorkshire Region,90-100%,0,N
24509,367151,M,0-35,A Level or Equivalent,East Anglian Region,60-70%,0,N
24510,368389,M,0-35,Lower Than A Level,North Western Region,40-50%,0,N
24511,369450,M,35-55,Lower Than A Level,South East Region,40-50%,0,N
24512,369644,F,0-35,Lower Than A Level,Yorkshire Region,10-20,0,N
24513,370735,M,0-35,Lower Than A Level,South Region,90-100%,0,N
24514,372345,M,0-35,A Level or Equivalent,South West Region,70-80%,0,N
24515,372509,M,0-35,A Level or Equivalent,South Region,70-80%,0,N
24516,372511,M,0-35,HE Qualification,North Region,Unknown,0,N
24517,374353,F,35-55,Lower Than A Level,Yorkshire Region,0-10%,0,N
24518,375527,M,0-35,A Level or Equivalent,South Region,30-40%,0,N
24519,375993,F,0-35,Lower Than A Level,East Midlands Region,30-40%,1,N
24520,378705,M,35-55,Lower Than A Level,Yorkshire Region,0-10%,0,N
24521,378946,M,35-55,Lower Than A Level,South East Region,40-50%,0,N
24522,379278,M,0-35,HE Qualification,Scotland,40-50%,0,N
24523,379311,M,0-35,Lower Than A Level,South East Region,80-90%,1,N
24524,379563,M,0-35,A Level or Equivalent,South West Region,60-70%,0,N
24525,380952,F,0-35,Lower Than A Level,South East Region,70-80%,0,N
24526,381257,F,0-35,A Level or Equivalent,Scotland,40-50%,0,N
24527,381428,M,0-35,Lower Than A Level,West Midlands Region,10-20,0,Y
24528,381528,F,0-35,Lower Than A Level,London Region,0-10%,0,N
24529,381529,M,0-35,A Level or Equivalent,South West Region,10-20,0,N
24530,383445,M,0-35,A Level or Equivalent,North Western Region,0-10%,0,Y
24531,383602,F,0-35,Lower Than A Level,South Region,80-90%,0,N
24532,383629,M,0-35,Lower Than A Level,West Midlands Region,70-80%,2,N
24533,384107,M,0-35,Lower Than A Level,Yorkshire Region,70-80%,0,N
24534,384331,M,35-55,A Level or Equivalent,South Region,70-80%,0,N
24535,386389,M,35-55,Lower Than A Level,North Region,10-20,1,N
24536,386956,F,35-55,Lower Than A Level,Wales,10-20,1,Y
24537,389853,M,0-35,A Level or Equivalent,North Western Region,70-80%,1,N
24538,390070,M,35-55,A Level or Equivalent,North Region,30-40%,0,N
24539,393141,M,0-35,Lower Than A Level,East Midlands Region,40-50%,0,Y
24540,396136,M,0-35,Lower Than A Level,East Midlands Region,0-10%,0,N
24541,396683,M,0-35,HE Qualification,Scotland,20-30%,0,N
24542,396834,M,0-35,A Level or Equivalent,South East Region,50-60%,0,N
24543,396907,M,0-35,Lower Than A Level,London Region,70-80%,1,N
24544,397219,M,0-35,HE Qualification,Scotland,20-30%,0,N
24545,397671,F,35-55,Lower Than A Level,East Anglian Region,70-80%,0,N
24546,398550,M,0-35,A Level or Equivalent,West Midlands Region,30-40%,2,N
24547,398630,M,35-55,Lower Than A Level,East Anglian Region,70-80%,0,N
24548,399429,F,0-35,A Level or Equivalent,East Midlands Region,60-70%,1,N
24549,402695,M,35-55,Lower Than A Level,East Midlands Region,40-50%,2,N
24550,405193,F,35-55,A Level or Equivalent,East Midlands Region,80-90%,1,N
24551,407232,M,0-35,A Level or Equivalent,Ireland,30-40%,0,N
24552,408499,F,35-55,A Level or Equivalent,East Anglian Region,90-100%,0,Y
24553,408872,M,0-35,Lower Than A Level,Wales,10-20,0,Y
24554,410883,M,0-35,Lower Than A Level,South West Region,70-80%,0,N
24555,411304,F,0-35,A Level or Equivalent,West Midlands Region,0-10%,0,N
24556,411688,M,0-35,A Level or Equivalent,London Region,80-90%,2,N
24557,412353,M,55<=,A Level or Equivalent,West Midlands Region,60-70%,0,N
24558,413180,M,0-35,A Level or Equivalent,London Region,60-70%,1,N
24559,413709,M,0-35,A Level or Equivalent,Ireland,80-90%,2,N
24560,413949,F,0-35,Lower Than A Level,Scotland,10-20,0,Y
24561,416199,M,0-35,Lower Than A Level,West Midlands Region,10-20,1,N
24562,416407,M,35-55,Lower Than A Level,North Region,Unknown,1,N
24563,418201,M,0-35,A Level or Equivalent,West Midlands Region,0-10%,0,N
24564,418486,M,0-35,Lower Than A Level,London Region,10-20,2,N
24565,419059,M,0-35,Lower Than A Level,West Midlands Region,0-10%,0,N
24566,419081,F,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
24567,420834,M,0-35,HE Qualification,Scotland,50-60%,0,N
24568,423210,M,0-35,A Level or Equivalent,Scotland,10-20,0,N
24569,423488,M,0-35,Lower Than A Level,Wales,50-60%,0,N
24570,423781,M,0-35,A Level or Equivalent,South West Region,90-100%,0,N
24571,425467,F,0-35,A Level or Equivalent,South West Region,70-80%,0,Y
24572,426410,M,0-35,Lower Than A Level,East Midlands Region,70-80%,1,N
24573,427256,M,35-55,Post Graduate Qualification,South Region,90-100%,0,N
24574,431139,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24575,435294,F,0-35,Lower Than A Level,Wales,60-70%,0,Y
24576,439950,M,0-35,Lower Than A Level,Ireland,20-30%,2,N
24577,439995,M,0-35,A Level or Equivalent,East Anglian Region,40-50%,3,N
24578,440818,M,35-55,Lower Than A Level,Scotland,30-40%,0,N
24579,441020,F,35-55,HE Qualification,South Region,70-80%,0,N
24580,441165,M,0-35,A Level or Equivalent,South Region,60-70%,1,Y
24581,441170,M,0-35,Lower Than A Level,South West Region,70-80%,1,N
24582,442199,M,0-35,Lower Than A Level,East Anglian Region,10-20,0,N
24583,442347,M,0-35,Lower Than A Level,South West Region,80-90%,1,Y
24584,442563,M,0-35,A Level or Equivalent,North Region,0-10%,0,N
24585,442725,M,35-55,A Level or Equivalent,Wales,70-80%,0,N
24586,442802,M,35-55,A Level or Equivalent,South West Region,80-90%,0,N
24587,443151,F,0-35,Lower Than A Level,East Anglian Region,30-40%,0,N
24588,443514,M,0-35,HE Qualification,Ireland,70-80%,0,N
24589,444011,M,0-35,A Level or Equivalent,East Anglian Region,30-40%,0,Y
24590,444907,M,0-35,A Level or Equivalent,East Midlands Region,90-100%,0,N
24591,445459,M,0-35,A Level or Equivalent,London Region,60-70%,0,Y
24592,445686,M,0-35,A Level or Equivalent,Ireland,80-90%,0,N
24593,465078,M,0-35,Lower Than A Level,Yorkshire Region,0-10%,1,Y
24594,465121,M,0-35,A Level or Equivalent,Wales,50-60%,1,N
24595,465245,M,35-55,Lower Than A Level,South East Region,50-60%,0,N
24596,465294,M,35-55,A Level or Equivalent,South Region,40-50%,0,N
24597,466120,M,0-35,Lower Than A Level,East Anglian Region,10-20,1,N
24598,466717,M,0-35,Lower Than A Level,West Midlands Region,40-50%,0,N
24599,466987,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24600,467312,M,0-35,Lower Than A Level,London Region,10-20,1,N
24601,469499,M,0-35,A Level or Equivalent,North Region,0-10%,0,N
24602,470121,M,0-35,A Level or Equivalent,North Western Region,10-20,0,N
24603,471284,M,0-35,Lower Than A Level,Yorkshire Region,40-50%,1,N
24604,472401,M,0-35,A Level or Equivalent,North Region,20-30%,0,N
24605,474667,M,0-35,Lower Than A Level,London Region,60-70%,1,N
24606,475015,M,0-35,A Level or Equivalent,Wales,60-70%,1,N
24607,475566,M,35-55,HE Qualification,London Region,10-20,0,N
24608,476401,M,0-35,A Level or Equivalent,Ireland,0-10%,2,N
24609,476629,F,0-35,Lower Than A Level,Wales,80-90%,0,N
24610,479939,F,0-35,No Formal quals,North Region,Unknown,0,N
24611,480303,M,35-55,Lower Than A Level,Wales,50-60%,0,N
24612,481240,M,0-35,A Level or Equivalent,Yorkshire Region,30-40%,0,N
24613,481717,M,0-35,A Level or Equivalent,North Western Region,80-90%,0,N
24614,482644,M,0-35,HE Qualification,London Region,10-20,0,N
24615,483037,M,35-55,No Formal quals,London Region,10-20,0,N
24616,483656,F,0-35,Lower Than A Level,East Midlands Region,0-10%,0,N
24617,484010,M,35-55,A Level or Equivalent,East Anglian Region,70-80%,0,N
24618,484494,M,0-35,Lower Than A Level,South West Region,60-70%,0,N
24619,484594,F,35-55,A Level or Equivalent,South West Region,50-60%,0,N
24620,485228,F,35-55,Lower Than A Level,Scotland,0-10%,0,Y
24621,486087,M,0-35,A Level or Equivalent,Yorkshire Region,0-10%,0,N
24622,488525,M,0-35,A Level or Equivalent,North Region,Unknown,1,N
24623,489048,F,0-35,A Level or Equivalent,London Region,10-20,0,N
24624,489104,F,0-35,No Formal quals,London Region,20-30%,0,N
24625,489493,F,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
24626,489553,M,0-35,HE Qualification,West Midlands Region,50-60%,1,N
24627,491077,M,35-55,Lower Than A Level,West Midlands Region,0-10%,2,N
24628,491126,M,0-35,A Level or Equivalent,West Midlands Region,40-50%,0,Y
24629,491863,M,0-35,Lower Than A Level,North Western Region,60-70%,0,N
24630,491959,M,0-35,HE Qualification,West Midlands Region,20-30%,0,N
24631,492024,M,0-35,Lower Than A Level,Scotland,80-90%,0,N
